object,eventLabel,colectieNaam,eventMediaAlt,collectieID,eventDate,eventDescription,eventMedia,eventMediaLink,eventType
https://collectiedata.hetnieuweinstituut.nl/id/objects/448,Woningbouw Tolsteeg-Hoograven,RIET,schaalmodellen (voorstellingen),MAQV41,1956,"Voorstelling van de woonwijk Tolsteeg die de uitgevoerde situatie op hoofdlijnen benadert. Het wooncomplex bestaat uit twee-op-een woningen, etagewoningen en eengezinswoningen. Het model heeft monochroom witgekleurde bouwvolumes en een gekleurde (groen, grijs) situatieaanduiding.",https://hdl.handle.net/21.12141/doc/collect.E7CC9A49-30D2-4205-AD9E-C792069B0123,https://hdl.handle.net/21.12141/doc/collect.E7CC9A49-30D2-4205-AD9E-C792069B0123,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/29,Uitkijktoren voor Tentoonstelling,RIET,ontwerpmaquette,MAQV33,,Volumemodel van een spits toelopende vierkante uitkijktoren. De toren heeft vier externe plateaus.,https://hdl.handle.net/21.12141/doc/collect.98FFC99D-32AA-4FA9-B49C-2B47CDB42BF3,https://hdl.handle.net/21.12141/doc/collect.98FFC99D-32AA-4FA9-B49C-2B47CDB42BF3,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/238,Raadhuis Leerdam,RIET,presentatiemaquette,MAQV258,1961,"Een presentatiemaquette van het raadhuis Leerdam met situatieaanduiding. Het ontwerp bestaat uit een schakeling van vier delen. Het gebouw heeft een lichtbruine gevel en een wit plat dak. De entree is verhoogd en is toegankelijk middels een trap. De daken en verdieping zijn uitneembaar, waardoor het interieur zichtbaar is. Het ontwerp is niet uitgevoerd.",https://hdl.handle.net/21.12141/doc/collect.21FE1BE5-71E9-431D-972E-02BCF75EF638,https://hdl.handle.net/21.12141/doc/collect.21FE1BE5-71E9-431D-972E-02BCF75EF638,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/books/300274222,Landhuis te Breda. Architect Rietveld,De 8 en Opbouw : 14-daagsch tijdschrift van de Vereenigde Architectenkern de 8,https://schema.org/Article,B-94382,1932,"Vgl. 'Correctierubriek', DE 8 & OPBOUW 4 (1933) - 2, 16.
Ontwerpjaren: 1933 (voor)
Illustraties: foto's/exterieurs landhuis te Breda, arch. Rietveld; foto/interieur landhuis te Breda, arch. Rietveld; reproducties/plattegronden landhuis te Breda, arch. Rietveld",https://hdl.handle.net/21.12141/doc/collect.4EE74D39-6773-4A69-96D0-E63A759CAF5A,https://hdl.handle.net/21.12141/doc/collect.4EE74D39-6773-4A69-96D0-E63A759CAF5A,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/archives/61,Verkavelingsstudie voor een Woonwijk,,https://www.ica.org/standards/RiC/ontology#RecordSet,,,,https://hdl.handle.net/21.12141/doc/collect.1ED42F71-31D9-4F9B-B0D4-946F3D3BC7C2,https://hdl.handle.net/21.12141/doc/collect.1ED42F71-31D9-4F9B-B0D4-946F3D3BC7C2,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/32633,Tekeningen - Ontwerp Woonhuis met Prefab Kern en Vloerconstructie (Kernhuis),RIET,ontwerpen,RIET16-1,,,https://hdl.handle.net/21.12141/doc/collect.E38E1EFB-53F2-43AE-8314-F96135B8BB5E,https://hdl.handle.net/21.12141/doc/collect.E38E1EFB-53F2-43AE-8314-F96135B8BB5E,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/archives/110000466,"Tentoonstelling Rietveld, Stedelijk Museum, 1964 / Verzameling",,https://www.ica.org/standards/RiC/ontology#RecordSet,,1919,,https://hdl.handle.net/21.12141/doc/collect.C7CE1C93-0286-4605-B113-F27A563A5CE0,https://hdl.handle.net/21.12141/doc/collect.C7CE1C93-0286-4605-B113-F27A563A5CE0,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/books/300272158,Kantoorgebouw voor Schrale's Beton te Zwolle,Bouwkundig Weekblad (1946-1969),https://schema.org/Article,B-92267,1959,"Ontwerpjaren: 1959 (voor)
Illustraties: foto/Noordgevel, kantoorgebouw Schrale's Beton, Zwolle; plattegrond en kelder/kantoorgebouw Schrale's Beton, Zwolle; interieurfoto's (2)/hal en tekenkamer, kantoorgebouw Schrale's Beton, Zwolle",https://hdl.handle.net/21.12141/doc/collect.AE87BAFF-2847-48FF-AA05-30B4A5935DEA,https://hdl.handle.net/21.12141/doc/collect.AE87BAFF-2847-48FF-AA05-30B4A5935DEA,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/48,Stedenbouwkundig Plan Nagele-Centrum,RIET,ontwerpmaquette,MAQV35,1948,"Inrichtingsmodel met situatieaanduiding en omliggende bouwvolumes van het centrum van Nagele. Met wit worden de bouwvolumes weergegeven, met groen de groenvoorziening en met geel de infrastructuur.",https://hdl.handle.net/21.12141/doc/collect.38FBE782-1C29-4024-88B1-B12A1E608777,https://hdl.handle.net/21.12141/doc/collect.38FBE782-1C29-4024-88B1-B12A1E608777,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/books/300299319,"Verbouwing van het woonhuis Maliebaan 10a te Utrecht, architect J.P. Kloos",De 8 en Opbouw : 14-daagsch tijdschrift van de Vereenigde Architectenkern de 8,https://schema.org/Article,B-119812,1938,"Ontwerpjaren: 1939 (voor) Illustraties: foto's/interieurs woonhuis Maliebaan 10a te Utrecht, arch. verbouwing Kloos, foto's Spies; reproductie/perspectieftekening terras woonhuis Maliebaan 10a te Utrecht, arch. verbouwing Kloos; reproductie/doorsnede woonhuis Maliebaan 10a te Utrecht, arch. verbouwing Kloos; reproductie/plattegronden woonhuis Maliebaan 10a te Utrecht, arch. verbouwing Kloos; foto/terras woonhuis Maliebaan 10a te Utrecht, arch. verbouwing Kloos, foto Spies",https://hdl.handle.net/21.12141/doc/collect.9DF8BBCF-5909-4B81-A4F1-6247C1A57824,https://hdl.handle.net/21.12141/doc/collect.9DF8BBCF-5909-4B81-A4F1-6247C1A57824,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/books/300305857,Woonhuis te Ilpendam,Bouwkundig Weekblad (1946-1969),https://schema.org/Article,B-126422,1960,"Ontwerpjaren: 1960 (voor) Illustraties: foto/aanzicht woonhuis, Monnickendammer Rijweg, Ilpendam; plattegrond doorsnede en details/woonhuis, Monnickendammer Rijweg, Ilpendam; foto/ZW-zijde, woonhuis, Monnickendammer Rijweg, Ilpendam; foto/N-zijde, woonhuis, Monnickendammer Rijweg, Ilpendam; interieurfoto's (3)/woonhuis, Monnickendammer Rijweg, Ilpendam",https://hdl.handle.net/21.12141/doc/collect.EFA1695B-ADA8-4C6D-9D9F-1ED8103CED9A,https://hdl.handle.net/21.12141/doc/collect.EFA1695B-ADA8-4C6D-9D9F-1ED8103CED9A,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/59,Zomerhuis Van Ravesteyn-Hintzen,RIET,ontwerpmaquette,MAQV50,1935,"Een 12-hoekig structuurmodel van glas. Vanuit de inham loopt een rechthoekige vlonder, die voor de helft als veranda zou dienen en voor de andere helft als steiger over het water.",https://hdl.handle.net/21.12141/doc/collect.4FA96B08-54D8-4617-9FFF-F8044283CC78,https://hdl.handle.net/21.12141/doc/collect.4FA96B08-54D8-4617-9FFF-F8044283CC78,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/296,Blok van Negen Woningen,RIET,presentatiemaquette,MAQV335,1950,"Een presentatiemaquette van een blok van negen woningen met een tuin en berging. De woningen en bergingen hebben een witte gevel en een grijs plat dak. Een wooneenheid heeft een afneembaar dak en een uitneembare verdieping, waardoor het interieur zichtbaar is. Met groen is de groenvoorziening weergegeven en met grijs de infrastructuur.",https://hdl.handle.net/21.12141/doc/collect.3E632565-063D-46D3-B2DB-C866FCA358CD,https://hdl.handle.net/21.12141/doc/collect.3E632565-063D-46D3-B2DB-C866FCA358CD,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/295,Woonhuis met Ronde Erker,RIET,presentatiemaquette,MAQV334,1930,"Een presentatiemaquette van een woonhuis met een ronde erker met interieur- en situatieaanduiding. Het ontwerp toont een woonhuis bestaande uit rechthoekige bouwvolumes, een ronde erker en een balkon. De woning is voorzien van rechthoekige vensters. Het dak en de verdiepingzijn uitneembaar, waardoor het interieur zichtbaar is. Met groen is de groenvoorziening weergegeven.",https://hdl.handle.net/21.12141/doc/collect.3422C158-C09E-45AC-B041-D6F631CA19D4,https://hdl.handle.net/21.12141/doc/collect.3422C158-C09E-45AC-B041-D6F631CA19D4,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/books/300253190,De Jaarbeursgebouwen in 40 jaren,Forum : maandblad voor architectuur en gebonden kunsten,https://schema.org/Article,B-72910,1956,Illustraties: vogelvlucht/Jaarbeursgebouwen Vredenburg Utrecht,https://hdl.handle.net/21.12141/doc/collect.7B97DFB8-5121-425B-8328-5F61B1B44C6E,https://hdl.handle.net/21.12141/doc/collect.7B97DFB8-5121-425B-8328-5F61B1B44C6E,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/431,Woonhuis op Helling met Lange Buitentrap,RIET,schaalmodellen (voorstellingen),MAQV321,1935,"Een open model van een woonhuis op een helling met een lange buitentrap. Het model heeft functieaanduidingen en situatieaanduiding. Het dak is afneembaar waardoor het interieur zichtbaar is. Het model heeft een gedetailleerd en gekleurd (geel, grijs, groen) interieur en exterieur.",https://hdl.handle.net/21.12141/doc/collect.6BDFBF18-3B60-41D1-A3CA-46426018E0F7,https://hdl.handle.net/21.12141/doc/collect.6BDFBF18-3B60-41D1-A3CA-46426018E0F7,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/287,Woonhuis Smit,RIET,presentatiemaquette,MAQV325,1947,"Een presentatiemaquette van het woonhuis Smit. Het ontwerp bestaat uit een begane grond, twee verdiepingen en een lage garage naast het huis. Op de zuidzijde liggen een breed balkon, een terras en een plantenkas. Kenmerkend voor de woning zijn de ronde hoeken en het lichtgebogen grijze dak. Met groen is de groenvoorziening weergegeven. Het betreft het eerste ontwerp.",https://hdl.handle.net/21.12141/doc/collect.CF8DC86D-52E8-409B-939A-6F413F489E5A,https://hdl.handle.net/21.12141/doc/collect.CF8DC86D-52E8-409B-939A-6F413F489E5A,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/books/300268215,Huis aan de Hulkesteinseweg te Arnhem,Forum : maandblad voor architectuur en gebonden kunsten,https://schema.org/Article,B-88271,1956,"Rietveld, G. = auteur?; geen tekst
Ontwerpjaren: 1954
Illustraties: foto's/exterieurs; reproducties/plattegronden",https://hdl.handle.net/21.12141/doc/collect.AF96D4D8-18A6-4392-B782-DDE60EB9988A,https://hdl.handle.net/21.12141/doc/collect.AF96D4D8-18A6-4392-B782-DDE60EB9988A,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/32,Rietveld Schröderhuis,SAM,tentoonstellingsmaquette,MAQV207,1980,Maquette van het Rietveld-Schröder huis in Utrecht. Het betreft waarschijnlijk een tentoonstellingsmaquette die rond 1985 is gemaakt. De maquette benadert op hoofdlijnen het ontwerp zoals het is uitgevoerd.,https://hdl.handle.net/21.12141/doc/collect.C47CA12E-B292-43A5-B45D-1C98FE612E29,https://hdl.handle.net/21.12141/doc/collect.C47CA12E-B292-43A5-B45D-1C98FE612E29,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/books/300295357,"Tentoonstellingsgebouw ""Zonnehof"", Amersfoort",Bouwkundig Weekblad (1946-1969),https://schema.org/Article,B-115810,1961,"Ontwerpjaren: 1960 (voor) Illustraties: foto/zijgevel, de 'Zonnehof', Amersfoort; gevel/de 'Zonnehof', Amersfoort; interieurfoto/trap in hal, de 'Zonnehof', Amersfoort",https://hdl.handle.net/21.12141/doc/collect.693D437D-7B3A-47F3-8F4D-F32A436E444E,https://hdl.handle.net/21.12141/doc/collect.693D437D-7B3A-47F3-8F4D-F32A436E444E,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/archives/110627049,Collectie gebouwen Gerrit Thomas Rietveld / Documentatie,"De archiefcode CGRI beschrijft een aantal dossiers van huizen en gebouwen, die door Gerrit Rietveld zijn ontworpen. De dossiers zijn afkomstig van verschillende archiefvormers en bevatten correspondentie, documentatie, tekeningen en foto's.",https://www.ica.org/standards/RiC/ontology#RecordSet,,1938,,https://hdl.handle.net/21.12141/doc/collect.15D1EEE0-25AE-475E-AED4-33519944468A,https://hdl.handle.net/21.12141/doc/collect.15D1EEE0-25AE-475E-AED4-33519944468A,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/424,Kernhuis,RIET,schaalmodellen (voorstellingen),MAQV307,1947,Een opengewerkt model van een van een woonhuis met drie uitneembare onderdelen en meubilair. Het model is gedetailleerd en heeft eenmonochroom witgekleurd interieur. De uitneembare delen zijn monochroom zilvergekleurd. Het kernhuis maakt deel uit een serie van kernhuizen (1929-1958). Maquette is in bruikleen geweest tot nov. '96.,https://hdl.handle.net/21.12141/doc/collect.A6B21445-F3A6-49CA-9AB2-A60EC2908F4A,https://hdl.handle.net/21.12141/doc/collect.A6B21445-F3A6-49CA-9AB2-A60EC2908F4A,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/books/300305893,Woonhuis te Noordwijk,Bouwkundig Weekblad (1946-1969),https://schema.org/Article,B-126458,1961,"Ontwerpjaren: 1960 (voor) Illustraties: beganegrond en doorsneden/woonhuis, Ligusterweg, Noordwijk; constructiedetails/woonhuis, Ligusterweg, Noordwijk; foto/achteraanzicht, woonhuis, Ligusterweg, Noordwijk; foto's (2)/tuingevel, woonhuis, Ligusterweg, Noordwijk",https://hdl.handle.net/21.12141/doc/collect.391BD5A4-104A-42EE-80A7-E0980624612F,https://hdl.handle.net/21.12141/doc/collect.391BD5A4-104A-42EE-80A7-E0980624612F,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/30,Tentoonstellingsinrichting Woning en Kleding voor Ons,RIET,ontwerpmaquette,MAQV34,1952,Een gekleurd interieurmodel voor de tentoonstelling Woning en Kleding voor Ons door de Nederlandse Bond van Plattelandsvrouwen. Op de tentoonstellingsinrichting zijn diverse inrichtingen voor het interieur van een plattelandswoning zichtbaar.,https://hdl.handle.net/21.12141/doc/collect.583428D6-5A71-4B19-9955-CAA39AD67E9F,https://hdl.handle.net/21.12141/doc/collect.583428D6-5A71-4B19-9955-CAA39AD67E9F,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/282,Houten Zomerhuis,RIET,ontwerpmaquette,MAQV316,1937,"Ontwerpmaquette voor het 12-hoekig demontabel houten zomerhuis met aanduiding van interieur en terras. Het dak is afneembaar, waardoor het interieur zichtbaar is. In het interieur zijn de grijze harmonicadeuren en het geel, rood en bruin gekleurde meubilair zichtbaar.",https://hdl.handle.net/21.12141/doc/collect.29F04A62-8DC1-4600-BAFB-420F04495829,https://hdl.handle.net/21.12141/doc/collect.29F04A62-8DC1-4600-BAFB-420F04495829,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/744,Van Gogh Museum,MAQV,schaalmodellen (voorstellingen),MAQV809,1966,"Deze maquette toont een ontwerp dat op hoofdlijnen zo is uitgevoerd. De maquette is zeer waarschijnlijk tot stand gekomen onder supervisie van J. van Tricht. Rond 1992 is de maquette gebruikt als werkmaquette door de architect F. Wintermans ten behoeve van een verbouwing van het museum. Deze verbouwing, die bestaat uit het dichtzetten van de vensters aan de zijde van het museumplein, is op de maquette gevisualiseerd.",https://hdl.handle.net/21.12141/doc/collect.8DBC242B-3356-4638-8B70-E96480E532A8,https://hdl.handle.net/21.12141/doc/collect.8DBC242B-3356-4638-8B70-E96480E532A8,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/291,Verdiepingsflat voor Bouwbedrijf Bakhuizen,RIET,presentatiemaquette,MAQV329,1956,"Een presentatiemaquette van een verdiepingsflat voor het Bouwbedrijf Bakhuizen. Het ontwerp toont een rechthoekig gebouw met aan elke zijde een overkapping. Het gebouw heeft een witte gevel en door middel van een grijze lijst zijn de bouwlagen geaccentueerd. Het dak en de verdieping zijn uitneembaar, waardoor het interieur en het meubilair zichtbaar zijn. Het ontwerp is niet uitgevoerd.",https://hdl.handle.net/21.12141/doc/collect.6975DDAD-9D0A-4C86-8C04-6315903568D0,https://hdl.handle.net/21.12141/doc/collect.6975DDAD-9D0A-4C86-8C04-6315903568D0,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/33024,"Tekeningen van het type ""fabrieks-matig vervaardigde kern - kernwoning""",,tekeningen,RIET156-5,,,https://hdl.handle.net/21.12141/doc/collect.ABD62A05-EBB6-4787-A584-895F837691AB,https://hdl.handle.net/21.12141/doc/collect.ABD62A05-EBB6-4787-A584-895F837691AB,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/books/300298403,Vacantiehuis te Oostvoorne,De 8 en Opbouw : 14-daagsch tijdschrift van de Vereenigde Architectenkern de 8,https://schema.org/Article,B-118886,1940,Illustraties: diverse Illustraties/Kinderbuitenhuis Het Agathahuis Oostvoorne,https://hdl.handle.net/21.12141/doc/collect.D435EB9F-71B8-49AF-91C8-8931990CA524,https://hdl.handle.net/21.12141/doc/collect.D435EB9F-71B8-49AF-91C8-8931990CA524,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/books/300279528,"Niet een landhuis, maar een gewoon huis",Bouwkundig Weekblad : orgaan van de Maatschappij tot Bevordering der Bouwkunst (1881-1926),https://schema.org/Article,B-99767,1926,,https://hdl.handle.net/21.12141/doc/collect.4D327EB4-C978-4291-A098-7AA4FCDEFEBE,https://hdl.handle.net/21.12141/doc/collect.4D327EB4-C978-4291-A098-7AA4FCDEFEBE,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/33022,Ontwerp Woonhuis met Prefab Kern en Vloerconstructie (Kernhuis),,tekeningen,RIET16-2,,,https://hdl.handle.net/21.12141/doc/collect.9B5B5D57-49A5-480B-A5FB-BFDC5FAE9987,https://hdl.handle.net/21.12141/doc/collect.9B5B5D57-49A5-480B-A5FB-BFDC5FAE9987,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/292,Woonhuizen voor Bouwbedrijf Bakhuizen,RIET,schaalmodellen (voorstellingen),MAQV330,1956,"Een model van vijf woonhuizen voor het bouwbedrijf Bakhuizen met situatieaanduiding en omliggende bouwvolumes.
De vijf woonhuizen hebben een beige gevel en een zwart plat dak. De omliggende bouwvolumes zijn monochroom grijs. Met grijs is de infrastructuur weergegeven en met groen de groenvoorziening.",https://hdl.handle.net/21.12141/doc/collect.2E77490B-CD09-4C80-8E20-E32B72AFE100,https://hdl.handle.net/21.12141/doc/collect.2E77490B-CD09-4C80-8E20-E32B72AFE100,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/52,Woningbouw Nagele,RIET,presentatiemaquette,MAQV39,1952,"Maquette van een woonbuurt in Nagele. De maquette toont een ontwerp dat tijdens de tweede ontwerpfase - de fase waarin diverse verkavelingsstudies voor woonwijken zijn gemaakt - is gemaakt. Met de kleuren zwart, grijs, rood, geel en blauw zijn aanduidingen gegeven.",https://hdl.handle.net/21.12141/doc/collect.86972339-FC4B-4E4D-9A79-B20257C06207,https://hdl.handle.net/21.12141/doc/collect.86972339-FC4B-4E4D-9A79-B20257C06207,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/51,Studie van Gebouw,RIET,studiemaquette,MAQV38,,Een monochroom wit volume model.,https://hdl.handle.net/21.12141/doc/collect.C3C915DE-2EAF-4718-8625-0A2A91BDA680,https://hdl.handle.net/21.12141/doc/collect.C3C915DE-2EAF-4718-8625-0A2A91BDA680,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/books/300305917,Woonhuis te Santpoort,Bouwkundig Weekblad (1946-1969),https://schema.org/Article,B-126482,1961,"Ontwerpjaren: 1961 (voor) Illustraties: situatie/woonhuis, Harddraverslaan, Santpoort; foto/gevel met ingang, woonhuis, Harddraverslaan, Santpoort; foto's (2)/gevel tuinzijde, woonhuis, Harddraverslaan, Santpoort; souterrain, beganegrond, en doorsneden/woonhuis, Harddraverslaan, Santpoort; foto/O-zijde met deur naar eethoek, woonhuis, Harddraverslaan, Santpoort; interieurfoto's (2)/zitkamer, eethoek en keuken, woonhuis, Harddraverslaan, Santpoort",https://hdl.handle.net/21.12141/doc/collect.BF8360BB-D0BC-4564-830D-24B2693C0905,https://hdl.handle.net/21.12141/doc/collect.BF8360BB-D0BC-4564-830D-24B2693C0905,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/46,Woonhuis Mees,RIET,ontwerpmaquette,MAQV315,1934,Maquette van het uitgevoerde ontwerp van het woonhuis Mees in Den Haag. De witte kubusvormige woning heeft een ronde uitbouw en een dakterras. Het dak en de verdieping zijn in twee delen afneembaar. Met groen is de groenvoorziening weergegeven.,https://hdl.handle.net/21.12141/doc/collect.120DC96A-5F20-4817-8E9F-B48219234F77,https://hdl.handle.net/21.12141/doc/collect.120DC96A-5F20-4817-8E9F-B48219234F77,gebouw
https://collectiedata.hetnieuweinstituut.nl/id/objects/43,Rij Kernhuizen,RIET,ontwerpmaquette,MAQV311,1929,Maquette van een rij kernhuizen.,https://hdl.handle.net/21.12141/doc/collect.6C99FBC9-FB17-4166-B35B-F6B445230533,https://hdl.handle.net/21.12141/doc/collect.6C99FBC9-FB17-4166-B35B-F6B445230533,gebouw
