rijksmonument,rijksmonumentnummer,collectie,objectType,locatie,geoLocatie,id,datum,beschrijving,titel,creator,periode,startjaar,eindjaar,contributor,afbeelding
POORTGEBOUW is van algemeen belang: ,,,,,,,,,,,,,,,
- vanwege de ouderdom; ,,,,,,,,,,,,,,,
- vanwege de architectonische vormgeving; ,,,,,,,,,,,,,,,
- vanwege de markering van de doorgang naar het slot; ,,,,,,,,,,,,,,,
- vanwege de ensemblewaarde; ,,,,,,,,,,,,,,,
- vanwege de functioneel-ruimtelijke relatie met de andere onderdelen van de  buitenplaats.,,,,,,,,,,,,,,,
https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/77055,531184.0,rijksmonument,Weverij,Bergeijk,"MULTIPOLYGON(((5.365504540742 51.327624812082,5.365478646517 51.327771323606,5.3654140822246 51.327774008256,5.3653867639561 51.327897148794,5.3632992925762 51.327758315549,5.3634014523789 51.327190248519,5.3644932278432 51.327277655679,5.3644961065879 51.327258779901,5.364486064008 51.327257879083,5.3644932579879 51.327216532312,5.364569295742 51.327221041373,5.3645621013883 51.327263287021,5.3645219310621 51.327259683769,5.3645176167242 51.327280357017,5.3645247916437 51.327277661785,5.3645649624278 51.327280366163,5.3645563302466 51.327328903645,5.3645104209844 51.327325299281,5.3644859633454 51.327461923261,5.3645663043537 51.327469129776,5.3645504794958 51.327556317413,5.365504540742 51.327624812082)),((5.3649394265092 51.327275044581,5.3649279178965 51.327338862388,5.3648145785023 51.327331649831,5.3648160162809 51.327325357993,5.3648275224261 51.327266933435,5.3649394265092 51.327275044581)))",77055.0,2010-03-29,"Omschrijving

FABRIEKSGEBOUW, behorend tot het complex weverij De Ploeg, met gebogen sheddaken, waarbij vier langere en vier kortere sheds naast elkaar zijn geplaatst zodat een L-vorm is ontstaan. Voor de sheddaken is het destijds geavanceerde Zeiss-Dywidagsysteem van voorgespannen beton toegepast. De gebogen betonschalen zijn slechts zeventig millimeter dik. De maatvoering was afgestemd op de brede weefgetouwen, ""form follows function"". De architectuur wordt in sterke mate bepaald door het ritmische beeld van de westgevel waar acht sheds achter elkaar worden afgesloten door enigszins gekantelde en schuin geplaatste geveldelen, verspringend ten opzichte van elkaar waartussen, in het verlengde van de beglazing van de sheds, deels geblindeerd glas tot op het maaiveld is geplaatst. De gevels zijn met betonplaten bekleed, waarvan de belijning de kanteling en schuine plaatsing accentueert; in het linker geveldeel is een met een hek afgesloten inrijopening opgenomen, in het vijfde deel van links hoge deuren met rode, witte, blauwe en zwarte vlakken. De noordgevel (verticaal) bestaat grotendeels uit stalen kozijnen waarin (dubbel) glas, deels uit ijzeren roosters (westzijde). Daarboven een betonnen opstand. Tegen de oostgevel van de korte sheds bevindt zich aan de zuidzijde de ingang in een plat gedekte aanbouw, bestaande uit grote ramen en een gesloten gevelveld. De ingang wordt gemarkeerd door een relatief grote overdekte buitenruimte ondersteund door negen stalen staanders. De zuidgevels bestaan grotendeels uit dubbel glas in stalen kozijnen, aan de westzijde een gesloten gedeelte met betonplaten waarin een vlak met deuren en gekleurde vlakken. De afsluiting van de sheds is bij beide korte oostgevels vlak, met betonplaten (westelijk deel) en gele baksteen (oostelijk deel). Boven beide gevels weer een betonnen opstand; aan het oostelijke deel is de glasgevel uitgebouwd onder een plat dak. Aan de uiterste oostzijde een recente aanbouw.

In het interieur zijn aan de noordzijde nog ruimte-indelingen door middel van overwegend glazen puien in stalen kozijnen aanwezig. Voor het overige is de ruimte overwegend ongedeeld, met lichtinval door het sheddak vanuit het noorden, opdat men goed de kleuren kon beoordelen. Door het vele glas in noord- en zuidgevel konden de medewerkers van de groene omgeving genieten, waaraan door het ontwerp van Mien Ruys veel aandacht is besteed. Door de geavanceerde dakconstructie waren grote overspanningen mogelijk; er zijn dan ook een beperkt aantal betonnen staanders die in een V-vorm de sheds ondersteunen. Een deel van roestvrijstalen afvoeren bevindt zich nog ter plaatse. Voor de vloer is oorspronkelijk naadloos strijkplastic toegepast, dit is deels nog aanwezig. In het oostelijk gedeelte verlaagde plafonds van stalen roosters, waar kantoren gevestigd waren.

Op het veld naast de ingang aan de zuidzijde staan vijf draaibare testpanelen op stalen dragers, waar de kleurechtheid van de stoffen bij verschillende zonlichtinval kon worden beproefd.


Waardering

FABRIEKSGEBOUW, ontworpen door Gerrit Rietveld met technische adviezen van G. Beltman, van algemeen cultuurhistorisch en architectuurhistorisch belang als internationale mijlpaal in de modernistische fabrieksarchitectuur:

- door de inventieve toepassing van dunwandige betonnen schaaldaken, het Zeiss-Dywidagsysteem;

- vanwege de op de productie met brede weefgetouwen afgestemde maatvoering, ""form follows function"";

- vanwege de hoogwaardige esthetische kwaliteiten onder meer door de kantelingen in de westgevel, het ritme, de gebogen sheds, de glazen gevels;

- vanwege het belang in het oeuvre van Rietveld, als diens eerste ontwerp voor een fabriek;

- vanwege de ensemblewaarde door de samenhang van het ontwerp met het tuinontwerp;

- vanwege de herkenbare sociaal-idealistische en milieutechnische aspecten in het ontwerp.",,,,,,,
https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/16050,46956.0,rijksmonument,Woonhuis(K),Utrecht,POINT(5.0882785325055 52.084534492157),16050.0,1986-06-27,"In opdracht van de Utrechtse aannemer Bredero in 1932 naar ontwerp van Gerrit Thomas Rietveld (1888-1964) gebouwd in baksteen opgetrokken en witgesausd blok van vier woningen met de algemene kenmerken van de Nederlandse bijdrage aan het Nieuwe Bouwen uit de periode 1920-1940. Bedoeld als woningbouw-experiment voor gezinnen met lagere inkomens.

Twee lagen tellend, doch volgens het oorspronkelijke ontwerp drie lagen omvattend, vlakgedekt gedeeltelijk onderkelderd blok op rechthoekige plattegrond.

Inwendig de toepassing van het kernhuis.

Uit grotendeels witgestucte dragende bakstenen muren en houten balken samengesteld half-onderkelderd vlakgedekt blok op rechthoekige plattegrond. In voor- en achtergevels reeksen in houten profielen gevatte vensters, met een zekere regelmaat en volgens bepaalde onderlinge verhoudingen: de zijgevels grotendeels blind. Op de scheiding van begane grond en verdieping aan de voorzijde op de linkerhoek even omlopend balkon, afgezet met een rasterhekwerk en met op de scheiding der wooneenheden windschermen van gewapend glas.

De woningen toegankelijk door middel van een terugliggende voordeur waarvoor een drie treden tellende bakstenen opstap en een keukendeur met dito opstap aan achterzijde; de kelderruimte zowel in- als uitwendig toegankelijk via trappen. Inwendig van belang de gedachte van het kernhuis: het concentreren van in principe te prefabriceren utilitaire ruimten als keuken, hal, toilet, trap e.d., in dit geval echter slechts gerealiseerd in de vorm van een via de trap bereikbare ruimte halverwege beganegrond en verdieping, waarin ondergebracht badkamer en toiletruimte; en, waar nog aanwezig, de schuifwanden die een variabele indeling van de ruimte mogelijk maken.

Blok van vier woonhuizen, vanwege de algehele architectonische (het gebruik van veel glas en een lichte kleurstelling), en de typologische vormgeving (de toepassing van de gedachte van het kernhuis en de variabele ruimte-indeling door middel van schuifwanden) en het doel waarvoor het blok werd ontworpen en uitgevoerd (namelijk behuizing voor gezinnen met lagere inkomens), zowel wat betreft de exterieurs als de interieurs van belang als een representatief voorbeeld van de Nederlandse bijdrage aan het Nieuwe Bouwen uit de periode 1920-1940, en van algemeen belang vanwege de betekenis voor de ontwikkeling van de moderne Nederlandse bouwkunst.",,,,,,,
https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/43845,46957.0,rijksmonument,Werk-woonhuis,Utrecht,POINT(5.139429638368 52.084518264919),43845.0,1986-06-27,"Als een proeve voor industrialisering der bouw in 1927-28 door G.Th. Rietveld in opdracht van de familie Van der Vuurst de Vries ontworpen, aan drie zijden vrijstaande garage met bovenwoning - in oorsprong voor chauffeur - gebouwd op een min of meer vierkante grondslag met een staalskelet met I-profielen en in oorsprong met in zwart en wit email bespoten betonplaten van een bij drie meter bedekt met geperforeerde metaalplaten die door middel van stalen banden langs de randen met elkaar verbonden waren zodanig dat een min of meer kubusvormig bouwblok ontstond met op de verdieping aan de ZW-zijde een erker en op het dak een langgerekte lichtkap.

De ingang bevindt zich links in de voorgevel (ZO), met rechts de dubbele schuifdeuren voor de garage, waarboven rechts een zesdelig vensters is aangebracht met vierkante onderverdeling; voor het overige is de gevel gesloten. De ZW-gevel wordt rechts doorbroken door de erker - met in totaal vijf vierkante, bij de hoeken omgezette vensters - en in het midden drie boven elkaar geplaatste vensters en links beneden door een zesdelig venster.

De NW-gevel bevatte in oorsprong een dubbelvenster links. De NO-gevel is geheel blind wegens de belendende bebouwing.

Woonhuis vanwege de algehele architectonische en technische vormgeving, situering en plaats binnen het oeuvre van de architect - ondanks gewijzigde kleurstelling, dichtgemaakt bovenlicht in de ZW-gevel en de toepassing van zwaar overstekende luifels - als voorbeeld van de Nederlandse bijdrage aan het Nieuwe Bouwen uit de periode 1920-40 van algemeen belang wegens de betekenis voor de ontwikkeling van de moderne architectuur.",,,,,,,
https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/45241,46554.0,rijksmonument,Woonhuis(K),Breda,POINT(4.7678070215658 51.566901724666),45241.0,1987-04-01,"Volgens de principes van het Nieuwe Bouwen in 1932 naar ontwerp van G.Th. Rietveld voor de heer Dr.C. Nuyens gebouwd, in baksteen opgetrokken, witgepleisterd, vrijstaande, vlak gedekt WOONHUIS met - aan de voorzijde ten opzichte van de begane grond terugspringende - verdieping en op rechthoekige plattegrond met aan de voorzijde rechts uitspringend een vlak gedekte garage.

Aan de voorzijde bevindt zich op het uitspringende gedeelte van de begane grond en de garage een balcon (hekwerk vernieuwd in 1977); aan de voorzijde rechts op het dak een uit 1950 daterende, vlakgedekte uitbreiding van een in oorsprong kleine, vlakgedekte dakkamer geheel rechts in het midden van het dak; terzijde van de daktrap een in 1977, in schoon metselwerk vernieuwde schoorsteen; aan de achterzijde rechts op de verdieping een vlakgedekte uitbouw (oorspronkelijk balcon); grote en kleinere, asymmetrisch aangebrachte, in het gevelvlak gelegen vensters (gecombineerd met deuren) met smalle stalen kozijnen en ""roeden"". (Op de begane grond is de verhouding hoogte : breedte van de muuropeningen 3 : 2, 1 : 3, 3 : 1 en 4 en 5, 2 : 1, 3 : 1 en 2, 2 : 3 en 3 : 2 en 3, en van de indeling van deze openingen 1 : 1 (bovenlichten en ramen) en 2 : 1 (deuren en onderramen). Op de verdieping is deze verhouding voor de muuropeningen 3 : 1 en 4, 2 : 2, 1 : 2 en 2 : 3, en voor de indeling 2,5 : 1 (balcondeuren aan voorzijde), 1,5 : 1 en 1,5 : 2 (onderramen) en 0,5 : 1 (bovenlichten en vensteropening 1 : 2 aan achterzijde).

Inwendig: op het wegbreken van een enkele tussenmuur na, is de oorspronkelijke traditionele indeling nog aanwezig.

In 1977 is het huis grondig gerestaureerd.

Vanwege de algehele vormgeving van met name het exterieur en de situering is bovengenoemd woonhuis - ondanks enige aantastingen (schoorsteen; balconhek) en wijzigingen, het ten dele nog traditionele materiaalgebruik (baksteen) en de traditionele indeling - als representatief voorbeeld van de Nederlandse bijdrage aan het Nieuwe Bouwen uit de periode 1920-1940 van algemeen belang wegens de betekenis voor de ontwikkeling van de moderne architectuur.",,,,,,,
https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/49326,337877.0,rijksmonument,Woonhuis(K),,"MULTIPOLYGON(((5.1485962068792 52.085073758205,5.1485377129388 52.085098805504,5.1485507834276 52.085110517118,5.1484864450757 52.085137351749,5.1484254525559 52.085083298511,5.1484138406309 52.085072491339,5.1484022191309 52.085063479513,5.148345590012 52.085012131939,5.1484069852259 52.084990685163,5.1483997303479 52.084982579863,5.1484172742805 52.084976323972,5.14842452296 52.084984429259,5.1484917624134 52.084961195087,5.1485033647111 52.084973805238,5.1485236790859 52.08499451599,5.1485439838638 52.085017029725,5.148546889944 52.085019732476,5.1485351903343 52.08502420103,5.1485467988815 52.085036807368,5.1485584922928 52.085032338801,5.1485962068792 52.085073758205)))",49326.0,1989-01-26,"In opdracht van en in samenwerking met mevrouw Truus Schröder-Schräder, naar ontwerp van Gerrit Thomas Rietveld (1888-1964) in 1934 gebouwd blok van in oorsprong vier wooneenheden (thans gesplitst in zes appartementen) met de algemene kenmerken van de Nederlandse bijdrage aan het Nieuwe Bouwen uit de periode 1920-1940.

Drie lagen tellend, met enig overstek vlak gedekt blok op enigszins gerende plattegrond, met in oorsprong vier wooneenheden die min of meer volgens het maisonnette-principe per twee woonlagen, diagonaalsgewijs, met elkaar verbonden waren, met inwendig de toepassing van het kernhuis-idee.

Het blok is opgebouwd uit witgestucte bakstenen muren en in oorsprong zilvergrijs gekleurde stalen I-profielen, met in stalen profielen gevatte vensters en deuren, met een zekere regelmaat en volgens bepaalde onderlinge verhoudingen over de gevels verdeeld. Aan de Erasmuslaan de dubbele ingang met stoep, met stalen deur en stalen kozijnen, betonnen drempel en ter zijde in verticale stapeling een tweetal raampjes, een luikje en de brievenbus, gedeeltelijk geverfd in rood en zwart. Op de teruggerooide tweede verdieping een balkon over de volle gevellengte; aan de achterzijde eveneens een balkon, overhangend aan de zuidzijde; aan de Prins Hendriklaan de tweede ingangspartij, en op de eerste verdieping een balkon. De balkons waren in oorsprong voorzien van een rasterhekwerk en matglazen windschermen bij de scheiding der wooneenheden. Interieur met diverse originele kenmerken, zoals onder andere schuifwanden en verlichting.

Blok van in oorsprong vier maisonnette-achtige wooneenheden vanwege de algehele architectonische vormgeving (het gebruik van veel glas en een lichte kleurstelling) en de typologische oplossing (in oorsprong de toepassing van het kernhuis-idee met concentratie van te prefabriceren utilitaire ruimten en van een diagonaalsgewijs gegroepeerde maisonnette-indeling, alsook de in principe variabele ruimte-indeling door middel van schuifwanden) van belang als representatief voorbeeld van de Nederlandse bijdrage aan het Nieuwe Bouwen uit de periode 1920-1940, en van algemeen belang vanwege de betekenis voor de ontwikkeling van de moderne bouwkunst.",,,,,,,
https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/51632,451863.0,rijksmonument,Sport en recreatie,Breukelen,"POLYGON((5.0362747091086 52.178521959527,5.0362636352075 52.17844283252,5.0363881594607 52.178410845943,5.0364624033749 52.178451512381,5.036452013943 52.178471255036,5.036451915025 52.178483837893,5.0364255637026 52.178488253582,5.0364328242393 52.17849456673,5.0363900022328 52.178548367278,5.0362747091086 52.178521959527))",51632.0,1992-11-17,"In 1940-41 naar ontwerp van G.Th. Rietveld in opdracht van prof.dr. G.M. Verrijn Stuart uitgevoerd houten zomerhuis, genaamd 'De Braamakkers' en gebouwd op een betonnen vlonder tussen twee smalle eilandjes in De Trekgaten bij de Loosdrechtse Plassen. Het een tot twee bouwlagen tellende zomerhuis is opgetrokken op min of meer waaiervormige plattegrond met ongeschaafde - in oorsprong groen met witte onderrand geverfde - delen, onder een a- symmetrisch rieten zadeldak waarvan de nokvorst naar de oostzijde oploopt en die aan de noordzijde laag is doorgetrokken. Alle vensters en de meeste buitendeuren zijn gevat in dunne stalen kozijnen; alleen de rode keukendeur in de ingezwenkte westgevel en de in oorsprong in een aan de oostzijde uitgebouwd portaaltje in de zuidgevel geplaatste entreedeur zijn van hout.

De hoge zuidgevel heeft beneden bij de zitkamer links een twee-ruits terrasdeur met driehoekige stalen deurkrukplaat en aansluitend een in zes nagenoeg vierkante glasruiten onderverdeelde vensterpartij, waarboven een houten balcon is uitgebouwd, steunend op drie rondhouten palen die boven het verdiepingniveau zijn doorgetrokken als onderdeel van de houten balconborstwering. De twee slaapkamers op de verdieping hebben verder twee op dit balcon uitkomende balcondeuren en twee, respectievelijk een zuidvenster.

De puntvormige, ingezwenkte westgevel heeft beneden bij de zitkamer aan de zuidzijde een teruggerooid gedeelte, waarin bij het midden een in acht grote glasruiten onderverdeelde vensterpartij is aangebracht met linksboven een afgeschuinde vorm in verband met de ter plaatse uitgebouwde inwendige trap en beneden een houten zit- en opbergbank van ongeschaafde delen; geheel links de keukendeur. Op de verdieping een drietal gekoppelde vensters, waarvan een behorend bij de overloop en twee bij de zuidwestelijke slaapkamer.

De eveneens puntvormige oostgevel heeft in het midden een smalle uitbouw, waarin boven een smal w.c.-raam en in de top een spleetvenster voor de vliering; links op de verdieping een in vier nagenoeg vierkante glasruiten onderverdeelde vensterpartij voor de oostelijke slaapkamer; rechts beneden bij de vide van de eetkamer een over vrijwel de volle gevelhoogte aangebrachte verticale vensterpartij die in twaalf nagenoeg vierkante glasruiten is onderverdeeld, inclusief de middendeur, en geheel rechts bij de noordoosthoek een laag keukenvenster. Tegen de middenuitbouw is naderhand, eveneens met ongeschaafde delen, een bergruimte onder lessenaarsdak aangebouwd.

De lage noordgevel heeft links bij de noordoosthoek twee gekoppelde horizontale keukenvensters.

Het interieur is, met uitzondering van de vloer, nog grotendeels authentiek. De merendeels met elkaar in open verbinding staande vertrekken zijn op verschillende niveaus gegroepeerd rondom de gebogen centrale openhaard die in ruw metselwerk is uitgevoerd met aansluitende vleugelmuren en doorgaande schoorsteen met uitkraging onder de overloop en met cirkelvormig gemetselde haardplaats in de vloer; de wanden en plafonds zijn wit afgewerkt. Een open trap aan de westzijde, met beneden een met planken deuren afgesloten wandkast, voert naar de in de vide geplaatste overloop van waaruit de drie slaapvertrekken en toiletruimte te betreden zijn.

Bij de haard een eenvoudige lage L-vormige boekenkast met aansluitend een eenvoudige zit/ligbank en in de eetkamer een zitbank waarboven een eenvoudige servieskast, alle ontworpen door Rietveld, evenals de vaste slaapkamerkasten.

Zomerhuis van architectuur- en cultuurhistorische waarde als 'romantische' variant binnen het Nieuwe Bouwen wegens het binnen het oeuvre van Rietveld opmerkelijke materiaalgebruik en toepassing van overwegend gebogen lijnen, afgestemd op de natuurrijke omgeving, alsook wegens het typologisch belang en de gaafheid van exterieur, interieur en situering.",,,,,,,
https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/50831,46958.0,rijksmonument,Woonhuis(K),,"MULTIPOLYGON(((5.1489143422378 52.085332361272,5.1488763222196 52.085349359507,5.1488850281849 52.08535746771,5.1488396956541 52.085377148021,5.1488309882742 52.085368142129,5.1487754193501 52.085392297775,5.1487725146293 52.085390496536,5.1487638024773 52.085382388312,5.1487129751722 52.085338245574,5.1487013569314 52.085327434599,5.1486926448045 52.08531932637,5.1486519821048 52.085284192455,5.1486403700933 52.085273381486,5.148631653182 52.085266174746,5.1485909953854 52.085230139316,5.1485401732115 52.08518509883,5.1485314563538 52.085177888262,5.1485300136012 52.085175188473,5.1486689251568 52.085116149917,5.1487299180158 52.085170203029,5.148790904842 52.085224252276,5.1488519027771 52.085277407651,5.1489143422378 52.085332361272)))",50831.0,1987-04-08,"In opdracht van en in samenwerking met mevrouw Truus Schröder-Schräder, naar ontwerp van Gerrit Thomas Rietveld (1888-1964) in 1930-31 door de Utrechtse aannemer Bredero gebouwd in baksteen opgetrokken en witgesausd blok van vier ""herenhuizen"" met de algemene kenmerken van de Nederlandse bijdrage aan het Nieuwe Bouwen uit de periode 1920-1940.

Drie lagen tellend gedeeltelijk onderkelderd vier wooneenheden omvattend vlakgedekt blok op rechthoekige plattegrond en gebaseerd op de heldere maateenheid van 1 meter.

Inwendig de toepassing van het kernhuis.

Oorspronkelijk kleurstelling: wit voor het stucwerk, zilvergrijs voor de stalen profielen.

Uit witgestucte dragende bakstenen muren en stalen I-profielen opgebouwd vlakgedekt deels onderkelderd blok op rechthoekige plattegrond. In voor-, achter- en zijgevels reeksen van stalen profielen gevatte vensters en deuren, met een zekere regelmaat en volgens bepaalde onderlinge verhoudingen. Op de scheiding van begane grond en eerste verdieping een balkon (respectievelijk aan linkerzij- en achtergevel) en, op de scheiding van de eerste en de zich sterk verjongende tweede verdieping aan voor- en achtergevel doorlopende terrassen, afgezet met een rasterhekwerk en met op de scheiding der wooneenheden windschermen van gewapend glas. De toegangen der beide hoekwoningen in de zijgevels; die der middenwoningen in de voorgevel; de kelderruimten toegankelijk via aan de voorzijde gelegen trappen en van binnenuit.

Inwendig van belang de toepassing van het kernhuis: het concentreren van in principe te prefabriceren utilitaire ruimten als keuken, hal, toilet, trap e.d. waar nog aanwezig de schuifwanden, die een variabele indeling van de ruimte mogelijk maken en, voor de rechterhoekwoning in het bijzonder, de constructie (op verzoek van de toenmalige bewoners) van een verlaagd, verlicht plafond, waarvan de aanwezigheid en omvang tot uitdrukking komen in de buitenafwerking van de rechterhoek van het blok: in plaats van voortzetting van de reeks bovenlichten der laatste vijf vensters, een voortzetting van het stucwerk.

Blok van vier ""herenhuizen"", vanwege de algehele architectonische (het gebruik van veel glas en een lichte kleurstelling) en de typologische vormgeving (de toepassing van de gedachte van het kernhuis en de variabele ruimte-indeling door middel van schuifwanden), zowel wat betreft de exterieurs als de interieurs van belang als een representatief voorbeeld van de Nederlandse bijdrage aan het Nieuwe Bouwen uit de periode 1920-1940 en van algemeen belang vanwege de betekenis voor de ontwikkeling van de moderne Nederlandse bouwkunst.",,,,,,,
https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/41675,517567.0,rijksmonument,Woonhuis,Groenekan,POINT(5.1524259074368 52.124020314054),41675.0,2001-10-16,"Inleiding

In 1929 naar ontwerp van architect F.J.A. den Tex voor Mr. D. Kaars Sypesteyn gebouwd WOONHUIS, type landhuis, met invloeden van de  Amsterdamse School stijl. De villa is gebouwd op een deel van het voormalige landgoed Voordaan, dat in 1919 door de NV Algemene Bouw- en Exploitatie Maatschappij grotendeels werd verkaveld. In de jaren dertig heeft Gerrit Rietveld een aantal interieurelementen voor het pand vervaardigd. Een tweetal plafonnières zijn hiervan nog aanwezig.

De villa ligt in een parkachtig aangelegde tuin, die gedeeltelijk is ontworpen door mevrouw Stam-Dresselhuis en een grote variëteit aan bomen en heesters bevat.


Omschrijving

Het haaks op de Kastanjelaan gelegen landhuis is opgetrokken en telt twee bouwlagen op een rechthoekige plattegrond onder een met gesmoorde Hollandse pannen gedekt schilddak dat aan de korte zijden lager is doorgetrokken. De gevels van de eerste bouwlaag zijn witgeschilderd. De tweede bouwlaag is boven geprofileerde klossen met houten delen gepotdekseld. Een groot aantal vensters zijn zesruits, waarvan het onderste deel draaibaar is.

De zuidgevel aan de tuinzijde heeft in de eerste bouwlaag iets uit het midden een dubbele openslaande deur met zijlichten en persiënnes. Rechts hiervan zijn vier gekoppelde vensters met persiënnes gezet. Links is tegen de gevel een serre gebouwd. De tweede bouwlaag heeft in het midden twee keer twee gekoppelde vensters en ter weerszijden drie gekoppelde vensters. In het dakvlak is een brede dakkapel gezet met drie gekoppelde draaivensters met ertussen gepotdekselde delen.

De noordgevel bevat de hoofdentree, bestaande uit een houten deur, waartegen een houten portaal is gezet met roedenvensters en een rondboogdeur. In de zwikken bevinden zich reliëfs van Hildo Krop. Het portaal is uitgevoerd met een houten bank. Rechts van de entree is de eerste steen aangebracht met de tekst: `P.H. Kaars Sypenstyn op 17 april 1929'. De gevel bevat voorts links van de entree een drietal vensters en drie gekoppelde vensters. In de tweede bouwlaag is een aantal vensters gezet waaronder een groot roedenvenster ten behoeve van de hal. Het dakvlak bevat een soortgelijke dakkapel als het dakvlak aan de zuidzijde.

Tegen de westgevel is een aanbouw onder plat dak gezet die echter als van ondergeschikt belang wordt geacht. Het dakvlak wordt doorsneden door een kleine dakkapel, waarop een klokkestoel met klok is gezet, daterend uit 1888. Het is een hergieting van een Hemonyklok van het Utrechtse Domcarillon en draagt het opschrift: `Severin van Aerschodt Louvain Belgique FK+JW 1888.' Tegen de oostgevel is een aanbouw gezet onder plat dak die de verbinding vormt met de garage. Deze telt één bouwlaag onder zadeldak met de nok haaks op het huis. De topgevels zijn gepotdekseld en bevatten drie gekoppelde vensters. Aan de noordzijde zijn openslaande deuren aangebracht met smalle verticale vensters en decoratieve gehengen, de zuidzijde bevat gekoppelde vensters.

Het interieur is grotendeels oorspronkelijk van indeling. Aan de noordzijde bevindt zich de hal met het trappenhuis, dat in Amsterdamse schoolstijl is uitgevoerd. In de westelijke kamer is een eenvoudige plafonnière aangebracht, waarschijnlijk naar ontwerp van Gerrit Rietveld. De radiatoren zijn voorzien van ombouwen. Aan de noordoostzijde is de keuken gesitueerd met kasten en radiator met bordenwarmer. De tweede bouwlaag beschikt over een oorspronkelijke badkamer en het originele sanitair. Op zolder bevindt zich de droogkamer.


Waardering

Het landhuis is van algemeen belang vanwege de architectuurhistorische waarde als gaaf bewaard en vroeg voorbeeld van een villa naar ontwerp van F.J.A. den Tex met Amsterdamse school-invloeden in het interieur, tevens van cultuurhistorische- en ensemblewaarde vanwege de ligging binnen het in 1919 deels verkavelde landgoed Voordaan.",,,,,,,
